CustomerID,frequency,monetary,recency,R,F,M,RFM_Score,Segment
15159.0,34,22116.73,2,5,5,5,555,Champion
15160.0,4,589.27,357,2,3,2,232,At Risk
15161.0,1,119.92,388,2,1,1,211,Needs Attention
15162.0,1,312.9,731,1,1,2,112,Needs Attention
15163.0,2,304.47,18,5,2,2,522,Promising
15164.0,9,2028.1100000000001,69,3,5,4,354,Loyal Customer
15165.0,1,487.75,373,2,1,2,212,Needs Attention
15166.0,1,167.16,468,1,1,1,111,Lost
15167.0,5,1627.62,321,2,4,4,244,Loyal Customer
15168.0,1,106.56,26,4,1,1,411,New Customer
15169.0,2,569.22,382,2,2,2,222,Needs Attention
15170.0,1,81.15,407,2,1,1,211,Needs Attention
15171.0,1,1289.5,331,2,1,4,214,Needs Attention
15172.0,5,1624.05,9,5,4,4,544,Champion
15173.0,7,1494.6,381,2,4,4,244,Loyal Customer
15174.0,2,481.46,323,2,2,2,222,Needs Attention
15175.0,1,224.14,72,3,1,1,311,Needs Attention
15176.0,1,988.04,668,1,1,3,113,Needs Attention
15177.0,1,948.93,426,1,1,3,113,Needs Attention
15178.0,1,40.5,260,2,1,1,211,Needs Attention
15179.0,13,7491.92,18,5,5,5,555,Champion
15180.0,3,816.9300000000001,367,2,3,3,233,Loyal Customer
15181.0,5,1200.2,66,3,4,3,343,Loyal Customer
15182.0,11,2998.952,154,3,5,5,355,Loyal Customer
15183.0,3,639.93,548,1,3,3,133,Loyal Customer
15184.0,4,685.39,29,4,3,3,433,Loyal Customer
15185.0,1,310.62,70,3,1,2,312,Needs Attention
15186.0,5,1403.2,14,5,4,4,544,Champion
15187.0,16,4777.18,2,5,5,5,555,Champion
15188.0,1,310.43,725,1,1,2,112,Needs Attention
15189.0,46,17524.38,1,5,5,5,555,Champion
15190.0,1,834.4399999999999,434,1,1,3,113,Needs Attention
15191.0,3,588.05,463,1,3,2,132,At Risk
15192.0,5,1666.39,120,3,4,4,344,Loyal Customer
15193.0,1,499.32,61,3,1,2,312,Needs Attention
15194.0,28,12021.53,3,5,5,5,555,Champion
15195.0,1,3861.0,3,5,1,5,515,New Customer
15196.0,2,313.7,433,1,2,2,122,Needs Attention
15197.0,6,1877.51,11,5,4,4,544,Champion
15198.0,5,571.35,92,3,4,2,342,Needs Attention
15199.0,10,3122.4,59,4,5,5,455,Champion
15200.0,1,549.05,495,1,1,2,112,Needs Attention
15201.0,7,1842.95,87,3,4,4,344,Loyal Customer
15202.0,3,6001.49,420,1,3,5,135,Loyal Customer
15203.0,15,4400.18,26,4,5,5,455,Champion
15204.0,1,316.58,357,2,1,2,212,Needs Attention
15205.0,2,653.24,85,3,2,3,323,Promising
15206.0,4,420.29999999999995,10,5,3,2,532,Needs Attention
15207.0,3,683.9200000000001,416,1,3,3,133,Loyal Customer
15208.0,6,970.52,1,5,4,3,543,Loyal Customer
15209.0,1,178.98000000000002,730,1,1,1,111,Lost
15210.0,3,1176.19,225,2,3,3,233,Loyal Customer
15211.0,2,894.4100000000001,60,3,2,3,323,Promising
15212.0,2,208.28,241,2,2,1,221,Needs Attention
15213.0,2,328.35,319,2,2,2,222,Needs Attention
15214.0,8,1661.44,2,5,4,4,544,Champion
15215.0,7,2422.43,47,4,4,4,444,Champion
15216.0,2,486.09,88,3,2,2,322,Promising
15217.0,1,426.24,563,1,1,2,112,Needs Attention
15218.0,22,11468.83,11,5,5,5,555,Champion
15219.0,2,685.45,176,3,2,3,323,Promising
15220.0,6,1778.96,52,4,4,4,444,Champion
15221.0,4,2062.2000000000003,366,2,3,4,234,Loyal Customer
15222.0,11,3550.91,319,2,5,5,255,Loyal Customer
15223.0,5,1417.95,226,2,4,4,244,Loyal Customer
15224.0,5,871.36,358,2,4,3,243,Loyal Customer
15225.0,1,409.40000000000003,234,2,1,2,212,Needs Attention
15226.0,1,154.41,311,2,1,1,211,Needs Attention
15227.0,9,2488.4900000000002,37,4,5,4,454,Champion
15228.0,6,5580.2699999999995,66,3,4,5,345,Loyal Customer
15229.0,1,160.5,586,1,1,1,111,Lost
15230.0,2,429.6,239,2,2,2,222,Needs Attention
15231.0,1,250.26,621,1,1,1,111,Lost
15232.0,2,612.06,113,3,2,3,323,Promising
15233.0,1,59.400000000000006,401,2,1,1,211,Needs Attention
15234.0,1,197.0,277,2,1,1,211,Needs Attention
15235.0,16,2772.76,218,2,5,4,254,Loyal Customer
15236.0,1,321.05,299,2,1,2,212,Needs Attention
15237.0,4,1412.32,2,5,3,4,534,Loyal Customer
15238.0,3,1071.99,29,4,3,3,433,Loyal Customer
15239.0,2,780.59,10,5,2,3,523,Promising
15240.0,12,4459.98,45,4,5,5,455,Champion
15241.0,11,3050.16,67,3,5,5,355,Loyal Customer
15242.0,1,302.04,422,1,1,2,112,Needs Attention
15243.0,2,927.2800000000001,74,3,2,3,323,Promising
15244.0,3,912.08,65,3,3,3,333,Loyal Customer
15245.0,8,4610.84,134,3,4,5,345,Loyal Customer
15246.0,3,780.4,238,2,3,3,233,Loyal Customer
15247.0,3,976.06,122,3,3,3,333,Loyal Customer
15248.0,3,1893.93,411,1,3,4,134,Loyal Customer
15249.0,18,9266.0,32,4,5,5,455,Champion
15250.0,1,60.0,641,1,1,1,111,Lost
15251.0,21,20324.54,9,5,5,5,555,Champion
15252.0,5,2103.41,36,4,4,4,444,Champion
15253.0,8,2055.09,16,5,4,4,544,Champion
15254.0,3,1088.35,127,3,3,3,333,Loyal Customer
15255.0,9,3706.02,67,3,5,5,355,Loyal Customer
15256.0,2,170.4,149,3,2,1,321,Promising
15257.0,2,685.9,283,2,2,3,223,Needs Attention
15258.0,2,623.16,169,3,2,3,323,Promising
15259.0,4,1182.3799999999999,513,1,3,3,133,Loyal Customer
15260.0,25,8767.73,100,3,5,5,355,Loyal Customer
15261.0,4,1508.0,135,3,3,4,334,Loyal Customer
15262.0,3,418.82,324,2,3,2,232,At Risk
15263.0,1,156.51,107,3,1,1,311,Needs Attention
15264.0,2,848.4,64,3,2,3,323,Promising
15265.0,4,3345.64,151,3,3,5,335,Loyal Customer
15266.0,5,852.21,338,2,4,3,243,Loyal Customer
15267.0,5,1717.36,22,4,4,4,444,Champion
15268.0,3,961.9000000000001,479,1,3,3,133,Loyal Customer
15269.0,3,1225.3600000000001,24,4,3,4,434,Loyal Customer
15270.0,21,8524.86,16,5,5,5,555,Champion
15271.0,24,4528.54,7,5,5,5,555,Champion
15272.0,6,2030.95,57,4,4,4,444,Champion
15273.0,1,228.96,600,1,1,1,111,Lost
15274.0,2,716.57,4,5,2,3,523,Promising
15275.0,1,615.14,38,4,1,3,413,New Customer
15276.0,4,619.8,66,3,3,3,333,Loyal Customer
15277.0,2,476.34,47,4,2,2,422,Promising
15278.0,4,496.15999999999997,562,1,3,2,132,At Risk
15279.0,5,1580.54,355,2,4,4,244,Loyal Customer
15280.0,3,397.52,172,3,3,2,332,Needs Attention
15281.0,16,8543.57,59,4,5,5,455,Champion
15282.0,1,348.59,570,1,1,2,112,Needs Attention
15283.0,3,148.33,390,2,3,1,231,At Risk
15284.0,1,24.75,500,1,1,1,111,Lost
15285.0,1,94.92,408,2,1,1,211,Needs Attention
15286.0,1,240.55,50,4,1,1,411,New Customer
15287.0,5,856.03,22,4,4,3,443,Loyal Customer
15288.0,10,3715.38,43,4,5,5,455,Champion
15289.0,5,1593.09,29,4,4,4,444,Champion
15290.0,26,10496.28,5,5,5,5,555,Champion
15291.0,40,13517.76,26,4,5,5,455,Champion
15292.0,1,178.39,201,2,1,1,211,Needs Attention
15293.0,1,247.5,666,1,1,1,111,Lost
15294.0,1,233.35,411,1,1,1,111,Lost
15295.0,1,207.04,654,1,1,1,111,Lost
15296.0,12,10323.03,51,4,5,5,455,Champion
15297.0,3,641.94,10,5,3,3,533,Loyal Customer
15298.0,23,9061.77,2,5,5,5,555,Champion
15299.0,10,6156.53,67,3,5,5,355,Loyal Customer
15300.0,1,496.44,64,3,1,2,312,Needs Attention
15301.0,17,6909.67,51,4,5,5,455,Champion
15302.0,1,308.0,730,1,1,2,112,Needs Attention
15303.0,3,1224.18,290,2,3,4,234,Loyal Customer
15304.0,9,796.4000000000001,61,3,5,3,353,Loyal Customer
15305.0,1,93.6,555,1,1,1,111,Lost
15306.0,9,3484.73,64,3,5,5,355,Loyal Customer
15307.0,1,205.3,96,3,1,1,311,Needs Attention
15308.0,1,310.47,274,2,1,2,212,Needs Attention
15309.0,4,797.96,611,1,3,3,133,Loyal Customer
15310.0,1,1634.64,479,1,1,4,114,Needs Attention
15311.0,208,114966.42,1,5,5,5,555,Champion
15312.0,12,2930.19,75,3,5,5,355,Loyal Customer
15313.0,1,52.0,110,3,1,1,311,Needs Attention
15314.0,3,820.4499999999999,199,2,3,3,233,Loyal Customer
15315.0,2,570.5,64,3,2,2,322,Promising
15316.0,1,165.0,327,2,1,1,211,Needs Attention
15317.0,1,129.75,677,1,1,1,111,Lost
15318.0,1,312.62,4,5,1,2,512,New Customer
15319.0,1,204.5,284,2,1,1,211,Needs Attention
15320.0,1,267.13,44,4,1,1,411,New Customer
15321.0,12,6709.7300000000005,71,3,5,5,355,Loyal Customer
15322.0,2,1390.86,86,3,2,4,324,Promising
15323.0,3,434.6,563,1,3,2,132,At Risk
15324.0,1,140.22000000000003,701,1,1,1,111,Lost
15325.0,8,1601.46,104,3,4,4,344,Loyal Customer
15326.0,5,1700.52,334,2,4,4,244,Loyal Customer
15327.0,1,208.75,53,4,1,1,411,New Customer
15328.0,1,107.24,408,2,1,1,211,Needs Attention
15329.0,11,2958.83,39,4,5,5,455,Champion
15330.0,2,714.96,32,4,2,3,423,Promising
15331.0,3,767.91,500,1,3,3,133,Loyal Customer
15332.0,6,4892.68,366,2,4,5,245,Loyal Customer
15333.0,1,1028.56,208,2,1,3,213,Needs Attention
15334.0,3,350.82,157,3,3,2,332,Needs Attention
15335.0,1,170.22,54,4,1,1,411,New Customer
15336.0,1,240.5,402,2,1,1,211,Needs Attention
15337.0,1,373.02,411,1,1,2,112,Needs Attention
15338.0,1,277.93,677,1,1,1,111,Lost
15339.0,7,1821.02,66,3,4,4,344,Loyal Customer
15340.0,1,105.5,562,1,1,1,111,Lost
15341.0,2,2402.7200000000003,81,3,2,4,324,Promising
15342.0,1,406.09,130,3,1,2,312,Needs Attention
15343.0,1,364.5,87,3,1,2,312,Needs Attention
15344.0,3,563.94,1,5,3,2,532,Needs Attention
15345.0,1,393.54,46,4,1,2,412,New Customer
15346.0,3,596.12,333,2,3,2,232,At Risk
15347.0,4,1162.0,366,2,3,3,233,Loyal Customer
15348.0,1,158.04,72,3,1,1,311,Needs Attention
15349.0,2,463.90999999999997,158,3,2,2,322,Promising
15350.0,2,547.6,373,2,2,2,222,Needs Attention
15351.0,10,3430.22,12,5,5,5,555,Champion
15352.0,1,111.15,549,1,1,1,111,Lost
15353.0,7,2794.4700000000003,255,2,4,4,244,Loyal Customer
15354.0,3,284.4,603,1,3,1,131,At Risk
15355.0,2,277.05,29,4,2,1,421,Promising
15356.0,13,3239.57,31,4,5,5,455,Champion
15358.0,42,16425.86,5,5,5,5,555,Champion
15359.0,8,181.35,663,1,4,1,141,At Risk
15360.0,1,427.93,40,4,1,2,412,New Customer
15361.0,4,689.07,362,2,3,3,233,Loyal Customer
15362.0,2,613.08,449,1,2,3,123,Needs Attention
15363.0,2,678.11,373,2,2,3,223,Needs Attention
15364.0,2,913.19,96,3,2,3,323,Promising
15365.0,13,4557.13,26,4,5,5,455,Champion
15366.0,7,2389.08,75,3,4,4,344,Loyal Customer
15367.0,11,5081.33,57,4,5,5,455,Champion
15368.0,2,722.74,21,4,2,3,423,Promising
15369.0,11,6251.26,492,1,5,5,155,Loyal Customer
15370.0,8,3739.01,41,4,4,5,445,Champion
15371.0,1,59.400000000000006,662,1,1,1,111,Lost
15372.0,8,6017.06,137,3,4,5,345,Loyal Customer
15373.0,17,3084.54,8,5,5,5,555,Champion
15374.0,2,307.32,129,3,2,2,322,Promising
15375.0,1,60.959999999999994,690,1,1,1,111,Lost
15376.0,3,1221.56,40,4,3,4,434,Loyal Customer
15377.0,4,1211.75,383,2,3,3,233,Loyal Customer
15378.0,2,246.5,463,1,2,1,121,Needs Attention
15379.0,8,4877.84,169,3,4,5,345,Loyal Customer
15380.0,11,3248.96,9,5,5,5,555,Champion
15381.0,5,1890.5700000000002,214,2,4,4,244,Loyal Customer
15382.0,12,13733.550000000001,15,5,5,5,555,Champion
15384.0,4,2027.79,170,3,3,4,334,Loyal Customer
15385.0,3,942.08,40,4,3,3,433,Loyal Customer
15386.0,1,394.14,186,3,1,2,312,Needs Attention
15387.0,1,468.65,492,1,1,2,112,Needs Attention
15388.0,1,140.54,270,2,1,1,211,Needs Attention
15389.0,5,2733.8,172,3,4,4,344,Loyal Customer
15390.0,2,1216.66,396,2,2,3,223,Needs Attention
15391.0,1,289.87,584,1,1,2,112,Needs Attention
15392.0,7,2911.62,5,5,4,5,545,Champion
15393.0,5,891.34,16,5,4,3,543,Loyal Customer
15394.0,11,5286.8,10,5,5,5,555,Champion
15395.0,1,107.45,326,2,1,1,211,Needs Attention
15396.0,2,796.38,113,3,2,3,323,Promising
15397.0,1,94.0,290,2,1,1,211,Needs Attention
15398.0,2,1345.53,16,5,2,4,524,Promising
15399.0,3,815.77,1,5,3,3,533,Loyal Customer
15400.0,8,1302.3,92,3,4,4,344,Loyal Customer
15401.0,2,216.95000000000002,452,1,2,1,121,Needs Attention
15402.0,6,1830.54,149,3,4,4,344,Loyal Customer
15403.0,2,170.88,492,1,2,1,121,Needs Attention
15404.0,1,257.06,376,2,1,1,211,Needs Attention
15405.0,2,659.84,189,3,2,3,323,Promising
15406.0,4,975.87,31,4,3,3,433,Loyal Customer
15407.0,4,1046.74,34,4,3,3,433,Loyal Customer
15408.0,1,267.18,264,2,1,1,211,Needs Attention
15409.0,1,131.25,721,1,1,1,111,Lost
15410.0,10,4685.72,84,3,5,5,355,Loyal Customer
15411.0,4,1348.93,26,4,3,4,434,Loyal Customer
15412.0,1,190.53,171,3,1,1,311,Needs Attention
15413.0,5,6798.72,692,1,4,5,145,Loyal Customer
15414.0,3,774.9000000000001,10,5,3,3,533,Loyal Customer
15415.0,1,559.61,313,2,1,2,212,Needs Attention
15416.0,7,4572.82,65,3,4,5,345,Loyal Customer
15417.0,1,508.8,85,3,1,2,312,Needs Attention
15418.0,2,449.42,425,1,2,2,122,Needs Attention
15419.0,1,135.86,25,4,1,1,411,New Customer
15420.0,6,743.0,434,1,4,3,143,Loyal Customer
15421.0,10,3805.34,59,4,5,5,455,Champion
15422.0,7,1619.97,323,2,4,4,244,Loyal Customer
15423.0,3,266.89,38,4,3,1,431,Needs Attention
15424.0,3,597.78,254,2,3,2,232,At Risk
15425.0,4,1941.1200000000001,400,2,3,4,234,Loyal Customer
15426.0,9,2156.35,19,5,5,4,554,Champion
15427.0,3,1430.54,33,4,3,4,434,Loyal Customer
15428.0,4,762.75,15,5,3,3,533,Loyal Customer
15429.0,2,397.35,27,4,2,2,422,Promising
15430.0,2,954.75,468,1,2,3,123,Needs Attention
15431.0,1,153.24,503,1,1,1,111,Lost
15432.0,2,320.76,23,4,2,2,422,Promising
15433.0,2,533.3,214,2,2,2,222,Needs Attention
15434.0,11,2567.06,8,5,5,4,554,Champion
15435.0,1,149.29,22,4,1,1,411,New Customer
15436.0,3,1067.75,12,5,3,3,533,Loyal Customer
15437.0,2,393.45,262,2,2,2,222,Needs Attention
15438.0,1,156.57999999999998,131,3,1,1,311,Needs Attention
15439.0,4,1269.05,405,2,3,4,234,Loyal Customer
15440.0,3,383.68,55,4,3,2,432,Needs Attention
15441.0,3,1254.21,396,2,3,4,234,Loyal Customer
15442.0,1,594.0,249,2,1,2,212,Needs Attention
15443.0,14,5114.23,2,5,5,5,555,Champion
15444.0,2,1411.21,9,5,2,4,524,Promising
15445.0,2,284.5,264,2,2,1,221,Needs Attention
15446.0,3,399.75,377,2,3,2,232,At Risk
15447.0,5,492.88,331,2,4,2,242,At Risk
15448.0,2,788.81,313,2,2,3,223,Needs Attention
15449.0,3,974.52,26,4,3,3,433,Loyal Customer
15450.0,1,429.84,30,4,1,2,412,New Customer
15451.0,2,226.86,434,1,2,1,121,Needs Attention
15452.0,6,1785.1100000000001,30,4,4,4,444,Champion
15453.0,7,1371.77,2,5,4,4,544,Champion
15454.0,2,305.99,362,2,2,2,222,Needs Attention
15455.0,1,38.25,598,1,1,1,111,Lost
15456.0,10,2091.52,283,2,5,4,254,Loyal Customer
15457.0,1,237.07,262,2,1,1,211,Needs Attention
15458.0,2,370.43999999999994,25,4,2,2,422,Promising
15459.0,2,202.82999999999998,417,1,2,1,121,Needs Attention
15460.0,1,214.26,354,2,1,1,211,Needs Attention
15461.0,2,429.7,461,1,2,2,122,Needs Attention
15462.0,4,737.05,94,3,3,3,333,Loyal Customer
15463.0,1,126.14,29,4,1,1,411,New Customer
15464.0,1,1044.65,338,2,1,3,213,Needs Attention
15465.0,32,12100.4,20,4,5,5,455,Champion
15466.0,4,1560.46,85,3,3,4,334,Loyal Customer
15467.0,3,524.88,9,5,3,2,532,Needs Attention
15468.0,3,1430.48,51,4,3,4,434,Loyal Customer
15469.0,3,874.25,50,4,3,3,433,Loyal Customer
15470.0,1,63.419999999999995,576,1,1,1,111,Lost
15471.0,3,1292.01,2,5,3,4,534,Loyal Customer
15472.0,1,371.56,113,3,1,2,312,Needs Attention
15473.0,8,2046.0,14,5,4,4,544,Champion
15474.0,1,150.35,596,1,1,1,111,Lost
15475.0,1,454.10999999999996,77,3,1,2,312,Needs Attention
15476.0,4,2209.98,380,2,3,4,234,Loyal Customer
15477.0,1,368.4,650,1,1,2,112,Needs Attention
15478.0,3,1983.48,40,4,3,4,434,Loyal Customer
15479.0,1,147.4,733,1,1,1,111,Lost
15480.0,5,6279.0,116,3,4,5,345,Loyal Customer
15481.0,1,1993.34,401,2,1,4,214,Needs Attention
15482.0,19,14417.36,16,5,5,5,555,Champion
15483.0,10,817.8199999999999,161,3,5,3,353,Loyal Customer
15484.0,6,4652.1,1,5,4,5,545,Champion
15485.0,7,4810.92,30,4,4,5,445,Champion
15486.0,1,102.0,527,1,1,1,111,Lost
15487.0,1,231.32,680,1,1,1,111,Lost
15488.0,5,431.92,93,3,4,2,342,Needs Attention
15489.0,8,2419.61,23,4,4,4,444,Champion
15490.0,1,210.85,430,1,1,1,111,Lost
15491.0,6,3100.09,95,3,4,5,345,Loyal Customer
15492.0,2,659.4599999999999,28,4,2,3,423,Promising
15493.0,9,4121.68,33,4,5,5,455,Champion
15494.0,5,3702.6,21,4,4,5,445,Champion
15495.0,1,246.5,379,2,1,1,211,Needs Attention
15496.0,1,146.14000000000001,631,1,1,1,111,Lost
15497.0,9,8657.39,18,5,5,5,555,Champion
15498.0,44,24972.86,3,5,5,5,555,Champion
15499.0,1,158.65,724,1,1,1,111,Lost
15500.0,4,1131.56,8,5,3,3,533,Loyal Customer
15501.0,2,399.95,405,2,2,2,222,Needs Attention
15502.0,14,13003.869999999999,16,5,5,5,555,Champion
15503.0,2,257.3,363,2,2,1,221,Needs Attention
15504.0,4,402.7,81,3,3,2,332,Needs Attention
15505.0,5,3610.96,53,4,4,5,445,Champion
15506.0,6,2030.33,23,4,4,4,444,Champion
15507.0,1,475.86,172,3,1,2,312,Needs Attention
15508.0,6,1000.27,189,3,4,3,343,Loyal Customer
15509.0,1,152.41,380,2,1,1,211,Needs Attention
15510.0,1,250.0,331,2,1,1,211,Needs Attention
15511.0,5,900.53,12,5,4,3,543,Loyal Customer
15512.0,4,331.58,156,3,3,2,332,Needs Attention
15513.0,35,26437.05,33,4,5,5,455,Champion
15514.0,18,6392.06,12,5,5,5,555,Champion
15515.0,1,171.81,387,2,1,1,211,Needs Attention
15516.0,3,62.43,45,4,3,1,431,Needs Attention
15517.0,1,267.03,233,2,1,1,211,Needs Attention
15518.0,15,4189.99,64,3,5,5,355,Loyal Customer
15519.0,2,344.61,383,2,2,2,222,Needs Attention
15520.0,1,343.5,2,5,1,2,512,New Customer
15521.0,16,7098.24,40,4,5,5,455,Champion
15522.0,2,397.99,33,4,2,2,422,Promising
15523.0,16,17259.19,84,3,5,5,355,Loyal Customer
15524.0,2,591.4,25,4,2,2,422,Promising
15525.0,4,890.22,2,5,3,3,533,Loyal Customer
15526.0,2,148.44,33,4,2,1,421,Promising
15527.0,23,5554.89,19,5,5,5,555,Champion
15528.0,1,229.33,254,2,1,1,211,Needs Attention
15529.0,12,4783.66,23,4,5,5,455,Champion
15530.0,5,1808.68,22,4,4,4,444,Champion
15531.0,2,1972.39,8,5,2,4,524,Promising
15532.0,10,3738.85,25,4,5,5,455,Champion
15533.0,3,807.57,19,5,3,3,533,Loyal Customer
15534.0,1,162.25,726,1,1,1,111,Lost
15535.0,6,1044.3700000000001,173,3,4,3,343,Loyal Customer
15536.0,1,259.09,409,2,1,1,211,Needs Attention
15537.0,1,110.92,163,3,1,1,311,Needs Attention
15538.0,6,3358.3999999999996,538,1,4,5,145,Loyal Customer
15539.0,1,538.46,7,5,1,2,512,New Customer
15540.0,2,460.68,11,5,2,2,522,Promising
15541.0,1,85.13000000000001,114,3,1,1,311,Needs Attention
15542.0,3,855.71,512,1,3,3,133,Loyal Customer
15543.0,2,242.26,288,2,2,1,221,Needs Attention
15544.0,20,7807.89,9,5,5,5,555,Champion
15545.0,2,288.96999999999997,54,4,2,2,422,Promising
15546.0,2,1079.1000000000001,607,1,2,3,123,Needs Attention
15547.0,26,10057.05,7,5,5,5,555,Champion
15548.0,1,158.09,596,1,1,1,111,Lost
15549.0,8,2334.16,77,3,4,4,344,Loyal Customer
15550.0,12,2211.05,4,5,5,4,554,Champion
15551.0,7,1679.81,37,4,4,4,444,Champion
15552.0,2,252.52,217,2,2,1,221,Needs Attention
15553.0,1,428.93,60,3,1,2,312,Needs Attention
15554.0,1,217.2,278,2,1,1,211,Needs Attention
15555.0,36,11243.91,12,5,5,5,555,Champion
15556.0,1,279.77,24,4,1,1,411,New Customer
15557.0,1,468.91,29,4,1,2,412,New Customer
15558.0,1,202.68,639,1,1,1,111,Lost
15559.0,1,1109.4,568,1,1,3,113,Needs Attention
15560.0,2,153.52,398,2,2,1,221,Needs Attention
15561.0,8,1934.3899999999999,12,5,4,4,544,Champion
15562.0,3,671.4300000000001,352,2,3,3,233,Loyal Customer
15563.0,7,2859.46,22,4,4,4,444,Champion
15564.0,2,70.74000000000001,463,1,2,1,121,Needs Attention
15565.0,2,173.16,50,4,2,1,421,Promising
15566.0,2,227.87,393,2,2,1,221,Needs Attention
15567.0,1,186.01,19,5,1,1,511,New Customer
15568.0,3,758.29,3,5,3,3,533,Loyal Customer
15569.0,10,3583.45,104,3,5,5,355,Loyal Customer
15570.0,25,8736.49,7,5,5,5,555,Champion
15571.0,14,3892.35,12,5,5,5,555,Champion
15572.0,10,3965.2,5,5,5,5,555,Champion
15573.0,5,1188.42,32,4,4,3,443,Loyal Customer
15574.0,6,1101.44,178,3,4,3,343,Loyal Customer
15575.0,1,30.1,620,1,1,1,111,Lost
15576.0,1,921.37,38,4,1,3,413,New Customer
15577.0,5,396.03000000000003,151,3,4,2,342,Needs Attention
15578.0,1,127.1,162,3,1,1,311,Needs Attention
15579.0,5,1250.63,69,3,4,4,344,Loyal Customer
15580.0,8,1375.39,377,2,4,4,244,Loyal Customer
15581.0,38,7480.4,121,3,5,5,355,Loyal Customer
15582.0,3,682.9100000000001,25,4,3,3,433,Loyal Customer
15583.0,1,95.96,376,2,1,1,211,Needs Attention
15584.0,6,1268.2,24,4,4,4,444,Champion
15585.0,1,455.3,177,3,1,2,312,Needs Attention
15586.0,3,1139.1,593,1,3,3,133,Loyal Customer
15587.0,7,1522.0800000000002,50,4,4,4,444,Champion
15588.0,1,579.6,678,1,1,2,112,Needs Attention
15589.0,3,478.53000000000003,256,2,3,2,232,At Risk
15590.0,5,1496.6,382,2,4,4,244,Loyal Customer
15591.0,3,217.9,583,1,3,1,131,At Risk
15592.0,1,388.58,47,4,1,2,412,New Customer
15593.0,1,199.8,71,3,1,1,311,Needs Attention
15594.0,5,1771.78,16,5,4,4,544,Champion
15595.0,1,357.6,488,1,1,2,112,Needs Attention
15596.0,9,2727.72,101,3,5,4,354,Loyal Customer
15597.0,2,563.37,35,4,2,2,422,Promising
15598.0,2,548.02,53,4,2,2,422,Promising
15599.0,3,1250.06,27,4,3,4,434,Loyal Customer
15600.0,4,1199.31,428,1,3,3,133,Loyal Customer
15601.0,30,14191.74,11,5,5,5,555,Champion
15602.0,16,3137.96,8,5,5,5,555,Champion
15603.0,2,88.48,79,3,2,1,321,Promising
15604.0,1,216.39,52,4,1,1,411,New Customer
15605.0,9,1741.95,36,4,5,4,454,Champion
15606.0,17,5230.99,61,3,5,5,355,Loyal Customer
15607.0,9,1708.97,337,2,5,4,254,Loyal Customer
15608.0,5,1785.98,28,4,4,4,444,Champion
15609.0,1,298.48,184,3,1,2,312,Needs Attention
15610.0,1,112.46000000000001,52,4,1,1,411,New Customer
15611.0,26,2997.28,10,5,5,5,555,Champion
15612.0,2,195.15,36,4,2,1,421,Promising
15613.0,1,433.71999999999997,610,1,1,2,112,Needs Attention
15614.0,4,3147.36,438,1,3,5,135,Loyal Customer
15615.0,47,21373.97,10,5,5,5,555,Champion
15616.0,1,317.11,438,1,1,2,112,Needs Attention
15617.0,3,828.5500000000001,396,2,3,3,233,Loyal Customer
15618.0,4,776.851,33,4,3,3,433,Loyal Customer
15619.0,1,336.40000000000003,11,5,1,2,512,New Customer
15620.0,4,1942.36,57,4,3,4,434,Loyal Customer
15621.0,4,1293.03,4,5,3,4,534,Loyal Customer
15622.0,17,7852.61,43,4,5,5,455,Champion
15623.0,8,2437.05,141,3,4,4,344,Loyal Customer
15624.0,4,588.13,117,3,3,2,332,Needs Attention
15625.0,9,3236.4,104,3,5,5,355,Loyal Customer
15626.0,3,1067.52,75,3,3,3,333,Loyal Customer
15627.0,2,566.9,457,1,2,2,122,Needs Attention
15628.0,17,5333.08,5,5,5,5,555,Champion
15629.0,4,2240.9,450,1,3,4,134,Loyal Customer
15630.0,3,1481.4,45,4,3,4,434,Loyal Customer
15631.0,1,596.67,642,1,1,2,112,Needs Attention
15632.0,8,3285.31,16,5,4,5,545,Champion
15633.0,13,4335.96,509,1,5,5,155,Loyal Customer
15634.0,2,554.65,17,5,2,2,522,Promising
15635.0,1,100.35,396,2,1,1,211,Needs Attention
15636.0,4,1444.58,90,3,3,4,334,Loyal Customer
15637.0,5,797.59,53,4,4,3,443,Loyal Customer
15638.0,6,2265.2,379,2,4,4,244,Loyal Customer
15639.0,3,1065.08,134,3,3,3,333,Loyal Customer
15640.0,29,23494.31,4,5,5,5,555,Champion
15641.0,12,5345.55,105,3,5,5,355,Loyal Customer
15642.0,1,105.78000000000002,730,1,1,1,111,Lost
15643.0,3,664.0,192,2,3,3,233,Loyal Customer
15644.0,4,803.54,166,3,3,3,333,Loyal Customer
15645.0,3,1055.17,19,5,3,3,533,Loyal Customer
15646.0,5,784.8100000000001,158,3,4,3,343,Loyal Customer
15647.0,1,169.0,415,1,1,1,111,Lost
15648.0,2,639.5,204,2,2,3,223,Needs Attention
15649.0,4,1660.35,336,2,3,4,234,Loyal Customer
15650.0,2,553.88,522,1,2,2,122,Needs Attention
15651.0,5,1259.06,37,4,4,4,444,Champion
15652.0,5,1405.94,91,3,4,4,344,Loyal Customer
15653.0,2,877.4399999999999,93,3,2,3,323,Promising
15654.0,2,922.53,9,5,2,3,523,Promising
15655.0,1,560.67,243,2,1,2,212,Needs Attention
15656.0,4,748.5,45,4,3,3,433,Loyal Customer
15657.0,1,30.0,23,4,1,1,411,New Customer
15658.0,8,2117.27,190,2,4,4,244,Loyal Customer
